0
SIGN:success disable Auto NUMA
SIGN: success disable SWAP
root      2573  0.5  0.0   7592  3448 pts/1    S    09:58   0:00              \_ sudo nohup ./memcachedTestScript.sh
root      2574  0.5  0.0   4972  2940 pts/1    S    09:58   0:00                  \_ /bin/bash ./memcachedTestScript.sh
root      2595  0.0  0.0   4372   620 pts/1    S    09:58   0:00                      \_ grep memcached
root      2592  0.0  0.0  14100  3492 ?        Dsl  09:58   0:00 memcached -d -m 122880 -p 6379 -u root -t 64
SIGN: success start redis
===begin prepare data for test===
Writing results to ./F-1st/memcached_test_prepare_F_OFF_20230815095833.log...
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs] 20 threads:      314486 ops,  313566 (avg:  313566) ops/sec, 318.46MB/sec (avg: 318.46MB/sec), 10.14 (avg: 10.14) msec latency
[RUN #1 1%,   2 secs] 20 threads:      600322 ops,  285777 (avg:  299691) ops/sec, 290.23MB/sec (avg: 304.36MB/sec), 11.19 (avg: 10.64) msec latency
[RUN #1 1%,   3 secs] 20 threads:      885872 ops,  285484 (avg:  294959) ops/sec, 289.94MB/sec (avg: 299.56MB/sec), 11.21 (avg: 10.82) msec latency
[RUN #1 1%,   4 secs] 20 threads:     1170855 ops,  284925 (avg:  292452) ops/sec, 289.37MB/sec (avg: 297.01MB/sec), 11.23 (avg: 10.92) msec latency
[RUN #1 1%,   5 secs] 20 threads:     1455067 ops,  284158 (avg:  290794) ops/sec, 288.59MB/sec (avg: 295.33MB/sec), 11.25 (avg: 10.99) msec latency
[RUN #1 2%,   6 secs] 20 threads:     1737941 ops,  282819 (avg:  289466) ops/sec, 287.23MB/sec (avg: 293.98MB/sec), 11.32 (avg: 11.04) msec latency
[RUN #1 2%,   7 secs] 20 threads:     2021305 ops,  283314 (avg:  288587) ops/sec, 287.73MB/sec (avg: 293.09MB/sec), 11.29 (avg: 11.08) msec latency
[RUN #1 2%,   8 secs] 20 threads:     2305433 ops,  284068 (avg:  288023) ops/sec, 288.50MB/sec (avg: 292.52MB/sec), 11.25 (avg: 11.10) msec latency
[RUN #1 2%,   9 secs] 20 threads:     2592196 ops,  286700 (avg:  287876) ops/sec, 291.17MB/sec (avg: 292.37MB/sec), 11.16 (avg: 11.10) msec latency
[RUN #1 3%,  10 secs] 20 threads:     2877999 ops,  285740 (avg:  287662) ops/sec, 290.20MB/sec (avg: 292.15MB/sec), 11.20 (avg: 11.11) msec latency
[RUN #1 3%,  11 secs] 20 threads:     3164760 ops,  286703 (avg:  287575) ops/sec, 291.18MB/sec (avg: 292.06MB/sec), 11.16 (avg: 11.12) msec latency
[RUN #1 3%,  12 secs] 20 threads:     3451204 ops,  286392 (avg:  287476) ops/sec, 290.86MB/sec (avg: 291.96MB/sec), 11.17 (avg: 11.12) msec latency
[RUN #1 4%,  13 secs] 20 threads:     3739860 ops,  288600 (avg:  287563) ops/sec, 293.10MB/sec (avg: 292.05MB/sec), 11.09 (avg: 11.12) msec latency
[RUN #1 26%,  94 secs] 20 threads:    26920815 ops,  285909 (avg:  286318) ops/sec, 290.37MB/sec (avg: 290.79MB/sec), 11.17 (avg: 11.17) msec latency
[RUN #1 26%,  95 secs] 20 threads:    27207123 ops,  286248 (avg:  286317) ops/sec, 290.72MB/sec (avg: 290.79MB/sec), 11.19 (avg: 11.17) msec latency
[RUN #1 26%,  96 secs] 20 threads:    27495168 ops,  287989 (avg:  286335) ops/sec, 292.49MB/sec (avg: 290.80MB/sec), 11.10 (avg: 11.17) msec latency
[RUN #1 26%,  97 secs] 20 threads:    27784575 ops,  289349 (avg:  286366) ops/sec, 293.87MB/sec (avg: 290.84MB/sec), 11.06 (avg: 11.17) msec latency
[RUN #1 27%,  98 secs] 20 threads:    28069737 ops,  285104 (avg:  286353) ops/sec, 289.56MB/sec (avg: 290.82MB/sec), 11.22 (avg: 11.17) msec latency
[RUN #1 27%,  99 secs] 20 threads:    28355247 ops,  285455 (avg:  286344) ops/sec, 289.91MB/sec (avg: 290.81MB/sec), 11.22 (avg: 11.17) msec latency
[RUN #1 27%, 100 secs] 20 threads:    28642468 ops,  287163 (avg:  286352) ops/sec, 291.65MB/sec (avg: 290.82MB/sec), 11.13 (avg: 11.17) msec latency
[RUN #1 28%, 101 secs] 20 threads:    28927110 ops,  284589 (avg:  286335) ops/sec, 289.03MB/sec (avg: 290.80MB/sec), 11.23 (avg: 11.17) msec latency
[RUN #1 28%, 102 secs] 20 threads:    29215609 ops,  288445 (avg:  286355) ops/sec, 292.95MB/sec (avg: 290.82MB/sec), 11.10 (avg: 11.17) msec latency
[RUN #1 28%, 103 secs] 20 threads:    29500602 ops,  284933 (avg:  286341) ops/sec, 289.38MB/sec (avg: 290.81MB/sec), 11.22 (avg: 11.17) msec latency
[RUN #1 28%, 104 secs] 20 threads:    29785287 ops,  284618 (avg:  286325) ops/sec, 289.06MB/sec (avg: 290.79MB/sec), 11.26 (avg: 11.17) msec latency
[RUN #1 29%, 105 secs] 20 threads:    30072219 ops,  286865 (avg:  286330) ops/sec, 291.34MB/sec (avg: 290.80MB/sec), 11.14 (avg: 11.17) msec latency
[RUN #1 29%, 106 secs] 20 threads:    30359040 ops,  286752 (avg:  286334) ops/sec, 291.23MB/sec (avg: 290.80MB/sec), 11.16 (avg: 11.17) msec latency
[RUN #1 29%, 107 secs] 20 threads:    30646675 ops,  287586 (avg:  286346) ops/sec, 292.08MB/sec (avg: 290.82MB/sec), 11.11 (avg: 11.17) msec latency
[RUN #1 30%, 108 secs] 20 threads:    30934290 ops,  287557 (avg:  286357) ops/sec, 292.05MB/sec (avg: 290.83MB/sec), 11.13 (avg: 11.17) msec latency
[RUN #1 30%, 109 secs] 20 threads:    31220437 ops,  286092 (avg:  286355) ops/sec, 290.56MB/sec (avg: 290.82MB/sec), 11.18 (avg: 11.17) msec latency
[RUN #1 30%, 110 secs] 20 threads:    31508020 ops,  287527 (avg:  286365) ops/sec, 292.02MB/sec (avg: 290.83MB/sec), 11.12 (avg: 11.17) msec latency
[RUN #1 30%, 111 secs] 20 threads:    31794821 ops,  286748 (avg:  286369) ops/sec, 291.22MB/sec (avg: 290.84MB/sec), 11.16 (avg: 11.17) msec latency
[RUN #1 31%, 112 secs] 20 threads:    32080357 ops,  285481 (avg:  286361) ops/sec, 289.94MB/sec (avg: 290.83MB/sec), 11.21 (avg: 11.17) msec latency
[RUN #1 31%, 113 secs] 20 threads:    32367999 ops,  287586 (avg:  286372) ops/sec, 292.08MB/sec (avg: 290.84MB/sec), 11.11 (avg: 11.17) msec latency
[RUN #1 31%, 114 secs] 20 threads:    32654423 ops,  286373 (avg:  286372) ops/sec, 290.84MB/sec (avg: 290.84MB/sec), 11.18 (avg: 11.17) msec latency
[RUN #1 31%, 115 secs] 20 threads:    32940888 ops,  286391 (avg:  286372) ops/sec, 290.86MB/sec (avg: 290.84MB/sec), 11.16 (avg: 11.17) msec latency
[RUN #1 32%, 116 secs] 20 threads:    33229691 ops,  288749 (avg:  286392) ops/sec, 293.26MB/sec (avg: 290.86MB/sec), 11.08 (avg: 11.17) msec latency
[RUN #1 32%, 117 secs] 20 threads:    33515953 ops,  286207 (avg:  286391) ops/sec, 290.67MB/sec (avg: 290.86MB/sec), 11.17 (avg: 11.17) msec latency
[RUN #1 32%, 118 secs] 20 threads:    33802746 ops,  286740 (avg:  286394) ops/sec, 291.22MB/sec (avg: 290.86MB/sec), 11.16 (avg: 11.17) msec latency
[RUN #1 33%, 119 secs] 20 threads:    34091288 ops,  288484 (avg:  286411) ops/sec, 292.99MB/sec (avg: 290.88MB/sec), 11.08 (avg: 11.17) msec latency
[RUN #1 33%, 120 secs] 20 threads:    34379701 ops,  288131 (avg:  286426) ops/sec, 292.63MB/sec (avg: 290.90MB/sec), 11.09 (avg: 11.17) msec latency
[RUN #1 33%, 121 secs] 20 threads:    34668854 ops,  289095 (avg:  286448) ops/sec, 293.61MB/sec (avg: 290.92MB/sec), 11.08 (avg: 11.17) msec latency
[RUN #1 33%, 122 secs] 20 threads:    34956705 ops,  287804 (avg:  286459) ops/sec, 292.30MB/sec (avg: 290.93MB/sec), 11.12 (avg: 11.17) msec latency
[RUN #1 34%, 123 secs] 20 threads:    35247664 ops,  290905 (avg:  286495) ops/sec, 295.45MB/sec (avg: 290.97MB/sec), 11.01 (avg: 11.17) msec latency
[RUN #1 34%, 124 secs] 20 threads:    35535125 ops,  287410 (avg:  286502) ops/sec, 291.90MB/sec (avg: 290.97MB/sec), 11.12 (avg: 11.17) msec latency
[RUN #1 34%, 125 secs] 20 threads:    35825324 ops,  290143 (avg:  286531) ops/sec, 294.67MB/sec (avg: 291.00MB/sec), 11.02 (avg: 11.16) msec latency
[RUN #1 34%, 126 secs] 20 threads:    36113709 ops,  288325 (avg:  286546) ops/sec, 292.83MB/sec (avg: 291.02MB/sec), 11.10 (avg: 11.16) msec latency
[RUN #1 35%, 127 secs] 20 threads:    36402713 ops,  288950 (avg:  286565) ops/sec, 293.46MB/sec (avg: 291.04MB/sec), 11.07 (avg: 11.16) msec latency
[RUN #1 35%, 128 secs] 20 threads:    36692555 ops,  289788 (avg:  286590) ops/sec, 294.31MB/sec (avg: 291.06MB/sec), 11.04 (avg: 11.16) msec latency
[RUN #1 35%, 129 secs] 20 threads:    36982221 ops,  289619 (avg:  286613) ops/sec, 294.14MB/sec (avg: 291.09MB/sec), 11.05 (avg: 11.16) msec latency
[RUN #1 36%, 130 secs] 20 threads:    37271822 ops,  289545 (avg:  286636) ops/sec, 294.07MB/sec (avg: 291.11MB/sec), 11.05 (avg: 11.16) msec latency
[RUN #1 36%, 131 secs] 20 threads:    37561170 ops,  289290 (avg:  286656) ops/sec, 293.81MB/sec (avg: 291.13MB/sec), 11.06 (avg: 11.16) msec latency
[RUN #1 36%, 132 secs] 20 threads:    37850307 ops,  289081 (avg:  286674) ops/sec, 293.59MB/sec (avg: 291.15MB/sec), 11.08 (avg: 11.16) msec latency
[RUN #1 36%, 133 secs] 20 threads:    38139960 ops,  289592 (avg:  286696) ops/sec, 294.11MB/sec (avg: 291.17MB/sec), 11.05 (avg: 11.16) msec latency
[RUN #1 37%, 134 secs] 20 threads:    38429545 ops,  289534 (avg:  286717) ops/sec, 294.05MB/sec (avg: 291.19MB/sec), 11.04 (avg: 11.16) msec latency
[RUN #1 37%, 135 secs] 20 threads:    38716980 ops,  287386 (avg:  286722) ops/sec, 291.87MB/sec (avg: 291.20MB/sec), 11.14 (avg: 11.16) msec latency
[RUN #1 37%, 136 secs] 20 threads:    39003719 ops,  286679 (avg:  286722) ops/sec, 291.15MB/sec (avg: 291.20MB/sec), 11.16 (avg: 11.16) msec latency
