0
SIGN:success disable Auto NUMA
SIGN: success disable SWAP
SIGN: success set pagetable cache 131072
root      2202  0.0  0.0   7592  3588 pts/1    S    00:33   0:00              \_ sudo nohup ./memcachedTestScript.sh
root      2203  0.0  0.0   4972  2948 pts/1    S    00:33   0:00                  \_ /bin/bash ./memcachedTestScript.sh
root      2236  0.0  0.0   4372   604 pts/1    S    00:33   0:00                      \_ grep memcached
root      2233  0.0  0.0  13968  3204 ?        Rsl  00:33   0:00 memcached -d -m 122880 -p 6379 -u root -t 64
SIGN: success start redis server with pgreplication
===begin prepare data for test===
Writing results to ./FM-1st/memcached_test_prepare_FM_OFF_20230815003306.log...
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs] 20 threads:      305880 ops,  303576 (avg:  303576) ops/sec, 308.31MB/sec (avg: 308.31MB/sec), 10.47 (avg: 10.47) msec latency
[RUN #1 1%,   2 secs] 20 threads:      593801 ops,  287859 (avg:  295746) ops/sec, 292.35MB/sec (avg: 300.36MB/sec), 11.12 (avg: 10.79) msec latency
[RUN #1 1%,   3 secs] 20 threads:      883109 ops,  289253 (avg:  293587) ops/sec, 293.76MB/sec (avg: 298.17MB/sec), 11.06 (avg: 10.88) msec latency
[RUN #1 1%,   4 secs] 20 threads:     1169972 ops,  286797 (avg:  291893) ops/sec, 291.27MB/sec (avg: 296.45MB/sec), 11.14 (avg: 10.94) msec latency
[RUN #1 1%,   5 secs] 20 threads:     1457008 ops,  286981 (avg:  290912) ops/sec, 291.46MB/sec (avg: 295.45MB/sec), 11.16 (avg: 10.98) msec latency
[RUN #1 2%,   6 secs] 20 threads:     1741245 ops,  284171 (avg:  289790) ops/sec, 288.61MB/sec (avg: 294.31MB/sec), 11.27 (avg: 11.03) msec latency
[RUN #1 2%,   7 secs] 20 threads:     2030544 ops,  289230 (avg:  289710) ops/sec, 293.74MB/sec (avg: 294.23MB/sec), 11.06 (avg: 11.03) msec latency
[RUN #1 2%,   8 secs] 20 threads:     2320855 ops,  290250 (avg:  289777) ops/sec, 294.78MB/sec (avg: 294.30MB/sec), 11.02 (avg: 11.03) msec latency
[RUN #1 2%,   9 secs] 20 threads:     2608976 ops,  288065 (avg:  289587) ops/sec, 292.56MB/sec (avg: 294.11MB/sec), 11.11 (avg: 11.04) msec latency
[RUN #1 3%,  10 secs] 20 threads:     2898917 ops,  289890 (avg:  289618) ops/sec, 294.41MB/sec (avg: 294.14MB/sec), 11.04 (avg: 11.04) msec latency
[RUN #1 3%,  11 secs] 20 threads:     3188675 ops,  289703 (avg:  289625) ops/sec, 294.22MB/sec (avg: 294.14MB/sec), 11.04 (avg: 11.04) msec latency
[RUN #1 3%,  12 secs] 20 threads:     3474510 ops,  285771 (avg:  289304) ops/sec, 290.23MB/sec (avg: 293.82MB/sec), 11.19 (avg: 11.05) msec latency
[RUN #1 4%,  13 secs] 20 threads:     3762786 ops,  288222 (avg:  289221) ops/sec, 292.72MB/sec (avg: 293.73MB/sec), 11.10 (avg: 11.06) msec latency
[RUN #1 4%,  14 secs] 20 threads:     4050781 ops,  287940 (avg:  289130) ops/sec, 292.43MB/sec (avg: 293.64MB/sec), 11.11 (avg: 11.06) msec latency
[RUN #1 21%,  74 secs] 20 threads:    21512188 ops,  294252 (avg:  290613) ops/sec, 298.85MB/sec (avg: 295.15MB/sec), 10.89 (avg: 11.01) msec latency
[RUN #1 21%,  75 secs] 20 threads:    21803784 ops,  291535 (avg:  290626) ops/sec, 296.09MB/sec (avg: 295.16MB/sec), 10.95 (avg: 11.01) msec latency
[RUN #1 21%,  76 secs] 20 threads:    22096505 ops,  292648 (avg:  290652) ops/sec, 297.22MB/sec (avg: 295.19MB/sec), 10.94 (avg: 11.01) msec latency
[RUN #1 21%,  77 secs] 20 threads:    22391544 ops,  294977 (avg:  290708) ops/sec, 299.58MB/sec (avg: 295.25MB/sec), 10.84 (avg: 11.00) msec latency
[RUN #1 22%,  78 secs] 20 threads:    22683431 ops,  291826 (avg:  290723) ops/sec, 296.38MB/sec (avg: 295.26MB/sec), 10.97 (avg: 11.00) msec latency
[RUN #1 22%,  79 secs] 20 threads:    22976509 ops,  293021 (avg:  290752) ops/sec, 297.60MB/sec (avg: 295.29MB/sec), 10.91 (avg: 11.00) msec latency
[RUN #1 22%,  80 secs] 20 threads:    23270190 ops,  293624 (avg:  290788) ops/sec, 298.21MB/sec (avg: 295.33MB/sec), 10.90 (avg: 11.00) msec latency
[RUN #1 22%,  81 secs] 20 threads:    23564895 ops,  294655 (avg:  290836) ops/sec, 299.25MB/sec (avg: 295.37MB/sec), 10.85 (avg: 11.00) msec latency
[RUN #1 23%,  82 secs] 20 threads:    23856945 ops,  291991 (avg:  290850) ops/sec, 296.55MB/sec (avg: 295.39MB/sec), 10.95 (avg: 11.00) msec latency
[RUN #1 23%,  83 secs] 20 threads:    24149340 ops,  292336 (avg:  290868) ops/sec, 296.90MB/sec (avg: 295.41MB/sec), 10.95 (avg: 11.00) msec latency
[RUN #1 23%,  84 secs] 20 threads:    24442047 ops,  292648 (avg:  290889) ops/sec, 297.22MB/sec (avg: 295.43MB/sec), 10.93 (avg: 11.00) msec latency
[RUN #1 24%,  85 secs] 20 threads:    24733980 ops,  291872 (avg:  290900) ops/sec, 296.43MB/sec (avg: 295.44MB/sec), 10.96 (avg: 11.00) msec latency
[RUN #1 24%,  86 secs] 20 threads:    25027634 ops,  293602 (avg:  290932) ops/sec, 298.19MB/sec (avg: 295.47MB/sec), 10.90 (avg: 11.00) msec latency
[RUN #1 24%,  87 secs] 20 threads:    25321498 ops,  293809 (avg:  290965) ops/sec, 298.40MB/sec (avg: 295.51MB/sec), 10.90 (avg: 10.99) msec latency
[RUN #1 24%,  88 secs] 20 threads:    25611894 ops,  290333 (avg:  290958) ops/sec, 294.87MB/sec (avg: 295.50MB/sec), 11.01 (avg: 10.99) msec latency
[RUN #1 25%,  89 secs] 20 threads:    25904835 ops,  292882 (avg:  290979) ops/sec, 297.45MB/sec (avg: 295.52MB/sec), 10.93 (avg: 10.99) msec latency
[RUN #1 25%,  90 secs] 20 threads:    26196885 ops,  292000 (avg:  290991) ops/sec, 296.56MB/sec (avg: 295.53MB/sec), 10.96 (avg: 10.99) msec latency
[RUN #1 25%,  91 secs] 20 threads:    26486655 ops,  289714 (avg:  290977) ops/sec, 294.24MB/sec (avg: 295.52MB/sec), 11.04 (avg: 10.99) msec latency
[RUN #1 26%,  92 secs] 20 threads:    26780438 ops,  293731 (avg:  291006) ops/sec, 298.32MB/sec (avg: 295.55MB/sec), 10.89 (avg: 10.99) msec latency
[RUN #1 26%,  93 secs] 20 threads:    27071942 ops,  291452 (avg:  291011) ops/sec, 296.00MB/sec (avg: 295.55MB/sec), 10.98 (avg: 10.99) msec latency
[RUN #1 26%,  94 secs] 20 threads:    27363931 ops,  291743 (avg:  291019) ops/sec, 296.30MB/sec (avg: 295.56MB/sec), 10.96 (avg: 10.99) msec latency
[RUN #1 26%,  95 secs] 20 threads:    27659446 ops,  295458 (avg:  291066) ops/sec, 300.07MB/sec (avg: 295.61MB/sec), 10.83 (avg: 10.99) msec latency
[RUN #1 27%,  96 secs] 20 threads:    27950949 ops,  291447 (avg:  291070) ops/sec, 296.00MB/sec (avg: 295.61MB/sec), 10.99 (avg: 10.99) msec latency
[RUN #1 27%,  97 secs] 20 threads:    28242243 ops,  291242 (avg:  291071) ops/sec, 295.79MB/sec (avg: 295.61MB/sec), 10.97 (avg: 10.99) msec latency
[RUN #1 27%,  98 secs] 20 threads:    28534566 ops,  292271 (avg:  291084) ops/sec, 296.83MB/sec (avg: 295.63MB/sec), 10.95 (avg: 10.99) msec latency
[RUN #1 27%,  99 secs] 20 threads:    28827105 ops,  292272 (avg:  291096) ops/sec, 296.83MB/sec (avg: 295.64MB/sec), 10.95 (avg: 10.99) msec latency
[RUN #1 28%, 100 secs] 20 threads:    29119660 ops,  292501 (avg:  291110) ops/sec, 297.07MB/sec (avg: 295.65MB/sec), 10.93 (avg: 10.99) msec latency
[RUN #1 28%, 101 secs] 20 threads:    29414299 ops,  294577 (avg:  291144) ops/sec, 299.18MB/sec (avg: 295.69MB/sec), 10.87 (avg: 10.99) msec latency
[RUN #1 28%, 102 secs] 20 threads:    29703268 ops,  288918 (avg:  291122) ops/sec, 293.43MB/sec (avg: 295.67MB/sec), 11.07 (avg: 10.99) msec latency
[RUN #1 29%, 103 secs] 20 threads:    29995031 ops,  291711 (avg:  291128) ops/sec, 296.27MB/sec (avg: 295.67MB/sec), 10.97 (avg: 10.99) msec latency
[RUN #1 29%, 104 secs] 20 threads:    30287349 ops,  292259 (avg:  291139) ops/sec, 296.82MB/sec (avg: 295.68MB/sec), 10.95 (avg: 10.99) msec latency
[RUN #1 29%, 105 secs] 20 threads:    30579705 ops,  292295 (avg:  291150) ops/sec, 296.86MB/sec (avg: 295.69MB/sec), 10.94 (avg: 10.99) msec latency
[RUN #1 29%, 106 secs] 20 threads:    30873368 ops,  293599 (avg:  291173) ops/sec, 298.18MB/sec (avg: 295.72MB/sec), 10.90 (avg: 10.99) msec latency
[RUN #1 30%, 107 secs] 20 threads:    31166154 ops,  292732 (avg:  291188) ops/sec, 297.30MB/sec (avg: 295.73MB/sec), 10.94 (avg: 10.99) msec latency
[RUN #1 30%, 108 secs] 20 threads:    31458094 ops,  291886 (avg:  291194) ops/sec, 296.44MB/sec (avg: 295.74MB/sec), 10.96 (avg: 10.99) msec latency
[RUN #1 30%, 109 secs] 20 threads:    31749870 ops,  291722 (avg:  291199) ops/sec, 296.28MB/sec (avg: 295.74MB/sec), 10.96 (avg: 10.99) msec latency
[RUN #1 31%, 110 secs] 20 threads:    32041566 ops,  291635 (avg:  291203) ops/sec, 296.19MB/sec (avg: 295.75MB/sec), 10.96 (avg: 10.99) msec latency
[RUN #1 31%, 111 secs] 20 threads:    32334672 ops,  293047 (avg:  291219) ops/sec, 297.62MB/sec (avg: 295.77MB/sec), 10.92 (avg: 10.98) msec latency
[RUN #1 31%, 112 secs] 20 threads:    32629950 ops,  295223 (avg:  291255) ops/sec, 299.83MB/sec (avg: 295.80MB/sec), 10.83 (avg: 10.98) msec latency
[RUN #1 31%, 113 secs] 20 threads:    32923769 ops,  293771 (avg:  291277) ops/sec, 298.36MB/sec (avg: 295.82MB/sec), 10.89 (avg: 10.98) msec latency
[RUN #1 32%, 114 secs] 20 threads:    33216704 ops,  292883 (avg:  291292) ops/sec, 297.46MB/sec (avg: 295.84MB/sec), 10.93 (avg: 10.98) msec latency
[RUN #1 32%, 115 secs] 20 threads:    33510525 ops,  293759 (avg:  291313) ops/sec, 298.35MB/sec (avg: 295.86MB/sec), 10.89 (avg: 10.98) msec latency
[RUN #1 32%, 116 secs] 20 threads:    33803471 ops,  292889 (avg:  291327) ops/sec, 297.46MB/sec (avg: 295.87MB/sec), 10.93 (avg: 10.98) msec latency
[RUN #1 33%, 117 secs] 20 threads:    34095013 ops,  291483 (avg:  291328) ops/sec, 296.03MB/sec (avg: 295.88MB/sec), 10.97 (avg: 10.98) msec latency
[RUN #1 33%, 118 secs] 20 threads:    34386705 ops,  291638 (avg:  291331) ops/sec, 296.19MB/sec (avg: 295.88MB/sec), 10.96 (avg: 10.98) msec latency
[RUN #1 33%, 119 secs] 20 threads:    34679669 ops,  292903 (avg:  291344) ops/sec, 297.48MB/sec (avg: 295.89MB/sec), 10.93 (avg: 10.98) msec latency
[RUN #1 33%, 120 secs] 20 threads:    34973463 ops,  293725 (avg:  291364) ops/sec, 298.31MB/sec (avg: 295.91MB/sec), 10.90 (avg: 10.98) msec latency
[RUN #1 34%, 121 secs] 20 threads:    35267250 ops,  293728 (avg:  291383) ops/sec, 298.31MB/sec (avg: 295.93MB/sec), 10.89 (avg: 10.98) msec latency
[RUN #1 34%, 122 secs] 20 threads:    35556645 ops,  289332 (avg:  291366) ops/sec, 293.85MB/sec (avg: 295.91MB/sec), 11.07 (avg: 10.98) msec latency
[RUN #1 34%, 123 secs] 20 threads:    35849580 ops,  292836 (avg:  291378) ops/sec, 297.41MB/sec (avg: 295.93MB/sec), 10.92 (avg: 10.98) msec latency
[RUN #1 34%, 124 secs] 20 threads:    36143400 ops,  293770 (avg:  291398) ops/sec, 298.36MB/sec (avg: 295.95MB/sec), 10.90 (avg: 10.98) msec latency
[RUN #1 35%, 125 secs] 20 threads:    36437219 ops,  293764 (avg:  291416) ops/sec, 298.35MB/sec (avg: 295.97MB/sec), 10.88 (avg: 10.98) msec latency
[RUN #1 35%, 126 secs] 20 threads:    36730797 ops,  293531 (avg:  291433) ops/sec, 298.11MB/sec (avg: 295.98MB/sec), 10.90 (avg: 10.98) msec latency
[RUN #1 35%, 127 secs] 20 threads:    37023975 ops,  293128 (avg:  291447) ops/sec, 297.70MB/sec (avg: 296.00MB/sec), 10.92 (avg: 10.98) msec latency
[RUN #1 36%, 128 secs] 20 threads:    37316109 ops,  292075 (avg:  291452) ops/sec, 296.64MB/sec (avg: 296.00MB/sec), 10.95 (avg: 10.98) msec latency
[RUN #1 36%, 129 secs] 20 threads:    37605912 ops,  289742 (avg:  291438) ops/sec, 294.27MB/sec (avg: 295.99MB/sec), 11.04 (avg: 10.98) msec latency
[RUN #1 36%, 130 secs] 20 threads:    37898312 ops,  292336 (avg:  291445) ops/sec, 296.90MB/sec (avg: 295.99MB/sec), 10.94 (avg: 10.98) msec latency
[RUN #1 36%, 131 secs] 20 threads:    38192396 ops,  294029 (avg:  291465) ops/sec, 298.62MB/sec (avg: 296.01MB/sec), 10.89 (avg: 10.98) msec latency
[RUN #1 37%, 132 secs] 20 threads:    38484217 ops,  291757 (avg:  291467) ops/sec, 296.31MB/sec (avg: 296.02MB/sec), 10.96 (avg: 10.98) msec latency
[RUN #1 37%, 133 secs] 20 threads:    38775182 ops,  290897 (avg:  291463) ops/sec, 295.44MB/sec (avg: 296.01MB/sec), 11.00 (avg: 10.98) msec latency
[RUN #1 37%, 134 secs] 20 threads:    39066006 ops,  290765 (avg:  291458) ops/sec, 295.30MB/sec (avg: 296.01MB/sec), 11.00 (avg: 10.98) msec latency
