0
SIGN:success disable Auto NUMA
SIGN: success disable SWAP
root      2088  0.0  0.0   7592  3468 pts/1    S    12:48   0:00              \_ sudo nohup ./memcachedTestScript.sh
root      2089  0.5  0.0   4972  3000 pts/1    S    12:48   0:00                  \_ /bin/bash ./memcachedTestScript.sh
root      2110  0.0  0.0   4372   668 pts/1    S    12:48   0:00                      \_ grep memcached
root      2107  0.0  0.0  14100  3592 ?        Dsl  12:48   0:00 memcached -d -m 122880 -p 6379 -u root -t 64
SIGN: success start redis
===begin prepare data for test===
Writing results to ./F-2nd/memcached_test_prepare_F_OFF_20230814124814.log...
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs] 20 threads:      276819 ops,  276337 (avg:  276337) ops/sec, 280.65MB/sec (avg: 280.65MB/sec), 11.50 (avg: 11.50) msec latency
[RUN #1 1%,   2 secs] 20 threads:      535425 ops,  258548 (avg:  267449) ops/sec, 262.58MB/sec (avg: 271.62MB/sec), 12.37 (avg: 11.92) msec latency
[RUN #1 1%,   3 secs] 20 threads:      794703 ops,  259218 (avg:  264707) ops/sec, 263.26MB/sec (avg: 268.84MB/sec), 12.35 (avg: 12.06) msec latency
[RUN #1 1%,   4 secs] 20 threads:     1054991 ops,  260238 (avg:  263590) ops/sec, 264.30MB/sec (avg: 267.70MB/sec), 12.28 (avg: 12.12) msec latency
[RUN #1 1%,   5 secs] 20 threads:     1314217 ops,  259177 (avg:  262708) ops/sec, 263.22MB/sec (avg: 266.81MB/sec), 12.35 (avg: 12.16) msec latency
[RUN #1 1%,   6 secs] 20 threads:     1571760 ops,  257489 (avg:  261838) ops/sec, 261.51MB/sec (avg: 265.92MB/sec), 12.42 (avg: 12.20) msec latency
[RUN #1 2%,   7 secs] 20 threads:     1829294 ops,  257483 (avg:  261216) ops/sec, 261.50MB/sec (avg: 265.29MB/sec), 12.41 (avg: 12.23) msec latency
[RUN #1 2%,   8 secs] 20 threads:     2085476 ops,  256125 (avg:  260580) ops/sec, 260.12MB/sec (avg: 264.65MB/sec), 12.50 (avg: 12.27) msec latency
[RUN #1 2%,   9 secs] 20 threads:     2341144 ops,  255613 (avg:  260028) ops/sec, 259.60MB/sec (avg: 264.08MB/sec), 12.51 (avg: 12.29) msec latency
[RUN #1 2%,  10 secs] 20 threads:     2599219 ops,  258021 (avg:  259828) ops/sec, 262.05MB/sec (avg: 263.88MB/sec), 12.43 (avg: 12.31) msec latency
[RUN #1 3%,  11 secs] 20 threads:     2853639 ops,  254372 (avg:  259332) ops/sec, 258.34MB/sec (avg: 263.38MB/sec), 12.56 (avg: 12.33) msec latency
[RUN #1 3%,  12 secs] 20 threads:     3110775 ops,  257080 (avg:  259144) ops/sec, 261.09MB/sec (avg: 263.19MB/sec), 12.45 (avg: 12.34) msec latency
[RUN #1 3%,  13 secs] 20 threads:     3365819 ops,  254998 (avg:  258825) ops/sec, 258.98MB/sec (avg: 262.86MB/sec), 12.53 (avg: 12.35) msec latency
[RUN #1 7%,  30 secs] 20 threads:     7723787 ops,  259420 (avg:  257394) ops/sec, 263.47MB/sec (avg: 261.41MB/sec), 12.36 (avg: 12.43) msec latency
[RUN #1 8%,  31 secs] 20 threads:     7984792 ops,  260952 (avg:  257508) ops/sec, 265.02MB/sec (avg: 261.53MB/sec), 12.25 (avg: 12.42) msec latency
[RUN #1 8%,  32 secs] 20 threads:     8243785 ops,  258941 (avg:  257553) ops/sec, 262.98MB/sec (avg: 261.57MB/sec), 12.36 (avg: 12.42) msec latency
[RUN #1 8%,  33 secs] 20 threads:     8504667 ops,  260834 (avg:  257653) ops/sec, 264.90MB/sec (avg: 261.67MB/sec), 12.27 (avg: 12.41) msec latency
[RUN #1 8%,  34 secs] 20 threads:     8765171 ops,  260451 (avg:  257735) ops/sec, 264.52MB/sec (avg: 261.76MB/sec), 12.27 (avg: 12.41) msec latency
[RUN #1 9%,  35 secs] 20 threads:     9028037 ops,  262598 (avg:  257874) ops/sec, 266.70MB/sec (avg: 261.90MB/sec), 12.18 (avg: 12.40) msec latency
[RUN #1 9%,  36 secs] 20 threads:     9288442 ops,  260356 (avg:  257943) ops/sec, 264.42MB/sec (avg: 261.97MB/sec), 12.31 (avg: 12.40) msec latency
[RUN #1 9%,  37 secs] 20 threads:     9542402 ops,  253913 (avg:  257834) ops/sec, 257.87MB/sec (avg: 261.86MB/sec), 12.59 (avg: 12.41) msec latency
[RUN #1 9%,  38 secs] 20 threads:     9797874 ops,  255416 (avg:  257770) ops/sec, 259.40MB/sec (avg: 261.79MB/sec), 12.51 (avg: 12.41) msec latency
[RUN #1 10%,  39 secs] 20 threads:    10054485 ops,  256559 (avg:  257739) ops/sec, 260.56MB/sec (avg: 261.76MB/sec), 12.49 (avg: 12.41) msec latency
[RUN #1 10%,  40 secs] 20 threads:    10309364 ops,  254828 (avg:  257666) ops/sec, 258.80MB/sec (avg: 261.69MB/sec), 12.56 (avg: 12.41) msec latency
[RUN #1 10%,  41 secs] 20 threads:    10570440 ops,  261029 (avg:  257748) ops/sec, 265.10MB/sec (avg: 261.77MB/sec), 12.25 (avg: 12.41) msec latency
[RUN #1 10%,  42 secs] 20 threads:    10830630 ops,  260135 (avg:  257805) ops/sec, 264.19MB/sec (avg: 261.83MB/sec), 12.29 (avg: 12.41) msec latency
[RUN #1 11%,  43 secs] 20 threads:    11091822 ops,  261148 (avg:  257883) ops/sec, 265.22MB/sec (avg: 261.91MB/sec), 12.24 (avg: 12.40) msec latency
[RUN #1 11%,  44 secs] 20 threads:    11353168 ops,  261290 (avg:  257960) ops/sec, 265.37MB/sec (avg: 261.99MB/sec), 12.25 (avg: 12.40) msec latency
[RUN #1 11%,  45 secs] 20 threads:    11615624 ops,  262405 (avg:  258059) ops/sec, 266.50MB/sec (avg: 262.09MB/sec), 12.20 (avg: 12.40) msec latency
[RUN #1 11%,  46 secs] 20 threads:    11875050 ops,  259372 (avg:  258088) ops/sec, 263.42MB/sec (avg: 262.11MB/sec), 12.32 (avg: 12.39) msec latency
[RUN #1 12%,  47 secs] 20 threads:    12138658 ops,  263552 (avg:  258204) ops/sec, 267.66MB/sec (avg: 262.23MB/sec), 12.16 (avg: 12.39) msec latency
[RUN #1 12%,  48 secs] 20 threads:    12398891 ops,  260170 (avg:  258245) ops/sec, 264.23MB/sec (avg: 262.27MB/sec), 12.28 (avg: 12.39) msec latency
[RUN #1 12%,  49 secs] 20 threads:    12662580 ops,  263639 (avg:  258355) ops/sec, 267.75MB/sec (avg: 262.39MB/sec), 12.15 (avg: 12.38) msec latency
[RUN #1 12%,  50 secs] 20 threads:    12925427 ops,  262799 (avg:  258444) ops/sec, 266.90MB/sec (avg: 262.48MB/sec), 12.17 (avg: 12.38) msec latency
[RUN #1 13%,  51 secs] 20 threads:    13188287 ops,  262819 (avg:  258530) ops/sec, 266.92MB/sec (avg: 262.56MB/sec), 12.17 (avg: 12.37) msec latency
[RUN #1 13%,  52 secs] 20 threads:    13449610 ops,  261114 (avg:  258579) ops/sec, 265.19MB/sec (avg: 262.61MB/sec), 12.25 (avg: 12.37) msec latency
[RUN #1 13%,  53 secs] 20 threads:    13709909 ops,  260251 (avg:  258611) ops/sec, 264.31MB/sec (avg: 262.65MB/sec), 12.31 (avg: 12.37) msec latency
[RUN #1 13%,  54 secs] 20 threads:    13968840 ops,  258881 (avg:  258616) ops/sec, 262.92MB/sec (avg: 262.65MB/sec), 12.34 (avg: 12.37) msec latency
[RUN #1 14%,  55 secs] 20 threads:    14230067 ops,  261178 (avg:  258662) ops/sec, 265.26MB/sec (avg: 262.70MB/sec), 12.26 (avg: 12.37) msec latency
[RUN #1 14%,  56 secs] 20 threads:    14490095 ops,  259981 (avg:  258686) ops/sec, 264.04MB/sec (avg: 262.72MB/sec), 12.30 (avg: 12.37) msec latency
[RUN #1 14%,  57 secs] 20 threads:    14751871 ops,  261722 (avg:  258739) ops/sec, 265.81MB/sec (avg: 262.78MB/sec), 12.23 (avg: 12.36) msec latency
[RUN #1 14%,  58 secs] 20 threads:    15015958 ops,  264038 (avg:  258831) ops/sec, 268.16MB/sec (avg: 262.87MB/sec), 12.10 (avg: 12.36) msec latency
[RUN #1 15%,  59 secs] 20 threads:    15276870 ops,  260859 (avg:  258865) ops/sec, 264.93MB/sec (avg: 262.90MB/sec), 12.27 (avg: 12.36) msec latency
[RUN #1 15%,  60 secs] 20 threads:    15535447 ops,  258525 (avg:  258859) ops/sec, 262.56MB/sec (avg: 262.90MB/sec), 12.35 (avg: 12.36) msec latency
[RUN #1 15%,  61 secs] 20 threads:    15797250 ops,  261752 (avg:  258907) ops/sec, 265.84MB/sec (avg: 262.95MB/sec), 12.23 (avg: 12.36) msec latency
[RUN #1 15%,  62 secs] 20 threads:    16060438 ops,  263136 (avg:  258975) ops/sec, 267.24MB/sec (avg: 263.02MB/sec), 12.17 (avg: 12.35) msec latency
[RUN #1 16%,  63 secs] 20 threads:    16319574 ops,  259088 (avg:  258977) ops/sec, 263.13MB/sec (avg: 263.02MB/sec), 12.34 (avg: 12.35) msec latency
[RUN #1 16%,  64 secs] 20 threads:    16580879 ops,  261251 (avg:  259012) ops/sec, 265.33MB/sec (avg: 263.05MB/sec), 12.25 (avg: 12.35) msec latency
[RUN #1 16%,  65 secs] 20 threads:    16841550 ops,  260629 (avg:  259037) ops/sec, 264.70MB/sec (avg: 263.08MB/sec), 12.27 (avg: 12.35) msec latency
[RUN #1 16%,  66 secs] 20 threads:    17102550 ops,  260945 (avg:  259066) ops/sec, 265.02MB/sec (avg: 263.11MB/sec), 12.27 (avg: 12.35) msec latency
[RUN #1 17%,  67 secs] 20 threads:    17365470 ops,  262865 (avg:  259123) ops/sec, 266.97MB/sec (avg: 263.17MB/sec), 12.17 (avg: 12.35) msec latency
[RUN #1 17%,  68 secs] 20 threads:    17630454 ops,  264932 (avg:  259208) ops/sec, 269.07MB/sec (avg: 263.25MB/sec), 12.08 (avg: 12.34) msec latency
[RUN #1 17%,  69 secs] 20 threads:    17895585 ops,  264931 (avg:  259291) ops/sec, 269.07MB/sec (avg: 263.34MB/sec), 12.07 (avg: 12.34) msec latency
[RUN #1 17%,  70 secs] 20 threads:    18161098 ops,  265459 (avg:  259379) ops/sec, 269.60MB/sec (avg: 263.43MB/sec), 12.04 (avg: 12.33) msec latency
[RUN #1 18%,  71 secs] 20 threads:    18425920 ops,  264769 (avg:  259455) ops/sec, 268.90MB/sec (avg: 263.50MB/sec), 12.10 (avg: 12.33) msec latency
[RUN #1 18%,  72 secs] 20 threads:    18691888 ops,  265914 (avg:  259545) ops/sec, 270.07MB/sec (avg: 263.60MB/sec), 12.03 (avg: 12.33) msec latency
[RUN #1 18%,  73 secs] 20 threads:    18952947 ops,  261013 (avg:  259565) ops/sec, 265.09MB/sec (avg: 263.62MB/sec), 12.25 (avg: 12.32) msec latency
[RUN #1 18%,  74 secs] 20 threads:    19215843 ops,  262841 (avg:  259609) ops/sec, 266.94MB/sec (avg: 263.66MB/sec), 12.17 (avg: 12.32) msec latency
[RUN #1 19%,  75 secs] 20 threads:    19477080 ops,  261182 (avg:  259630) ops/sec, 265.26MB/sec (avg: 263.68MB/sec), 12.23 (avg: 12.32) msec latency
[RUN #1 19%,  76 secs] 20 threads:    19739120 ops,  261991 (avg:  259661) ops/sec, 266.08MB/sec (avg: 263.71MB/sec), 12.23 (avg: 12.32) msec latency
[RUN #1 19%,  77 secs] 20 threads:    20002737 ops,  263562 (avg:  259712) ops/sec, 267.68MB/sec (avg: 263.77MB/sec), 12.14 (avg: 12.32) msec latency
[RUN #1 19%,  78 secs] 20 threads:    20266396 ops,  263608 (avg:  259762) ops/sec, 267.72MB/sec (avg: 263.82MB/sec), 12.14 (avg: 12.31) msec latency
[RUN #1 20%,  79 secs] 20 threads:    20530230 ops,  263772 (avg:  259813) ops/sec, 267.89MB/sec (avg: 263.87MB/sec), 12.13 (avg: 12.31) msec latency
[RUN #1 20%,  80 secs] 20 threads:    20793075 ops,  262792 (avg:  259850) ops/sec, 266.89MB/sec (avg: 263.91MB/sec), 12.18 (avg: 12.31) msec latency
[RUN #1 20%,  81 secs] 20 threads:    21056891 ops,  263773 (avg:  259898) ops/sec, 267.89MB/sec (avg: 263.95MB/sec), 12.11 (avg: 12.31) msec latency
[RUN #1 20%,  82 secs] 20 threads:    21320417 ops,  263481 (avg:  259942) ops/sec, 267.60MB/sec (avg: 264.00MB/sec), 12.16 (avg: 12.31) msec latency
[RUN #1 21%,  83 secs] 20 threads:    21582030 ops,  261564 (avg:  259962) ops/sec, 265.65MB/sec (avg: 264.02MB/sec), 12.21 (avg: 12.31) msec latency
[RUN #1 21%,  84 secs] 20 threads:    21849128 ops,  267038 (avg:  260046) ops/sec, 271.21MB/sec (avg: 264.10MB/sec), 11.99 (avg: 12.30) msec latency
[RUN #1 21%,  85 secs] 20 threads:    22113495 ops,  264312 (avg:  260096) ops/sec, 268.44MB/sec (avg: 264.16MB/sec), 12.10 (avg: 12.30) msec latency
[RUN #1 21%,  86 secs] 20 threads:    22375466 ops,  261931 (avg:  260117) ops/sec, 266.02MB/sec (avg: 264.18MB/sec), 12.21 (avg: 12.30) msec latency
[RUN #1 22%,  87 secs] 20 threads:    22640698 ops,  265181 (avg:  260176) ops/sec, 269.32MB/sec (avg: 264.24MB/sec), 12.09 (avg: 12.30) msec latency
[RUN #1 22%,  88 secs] 20 threads:    22905896 ops,  265149 (avg:  260232) ops/sec, 269.29MB/sec (avg: 264.29MB/sec), 12.05 (avg: 12.29) msec latency
[RUN #1 22%,  89 secs] 20 threads:    23170147 ops,  264206 (avg:  260277) ops/sec, 268.33MB/sec (avg: 264.34MB/sec), 12.12 (avg: 12.29) msec latency
[RUN #1 22%,  90 secs] 20 threads:    23435247 ops,  265051 (avg:  260330) ops/sec, 269.19MB/sec (avg: 264.39MB/sec), 12.05 (avg: 12.29) msec latency
[RUN #1 23%,  91 secs] 20 threads:    23700301 ops,  264998 (avg:  260381) ops/sec, 269.14MB/sec (avg: 264.45MB/sec), 12.07 (avg: 12.29) msec latency
[RUN #1 23%,  92 secs] 20 threads:    23964034 ops,  263678 (avg:  260417) ops/sec, 267.79MB/sec (avg: 264.48MB/sec), 12.13 (avg: 12.28) msec latency
[RUN #1 23%,  93 secs] 20 threads:    24231299 ops,  267213 (avg:  260490) ops/sec, 271.38MB/sec (avg: 264.56MB/sec), 11.99 (avg: 12.28) msec latency
[RUN #1 23%,  94 secs] 20 threads:    24493716 ops,  262377 (avg:  260510) ops/sec, 266.47MB/sec (avg: 264.58MB/sec), 12.19 (avg: 12.28) msec latency
[RUN #1 24%,  95 secs] 20 threads:    24757577 ops,  263804 (avg:  260545) ops/sec, 267.92MB/sec (avg: 264.61MB/sec), 12.12 (avg: 12.28) msec latency
[RUN #1 24%,  96 secs] 20 threads:    25022491 ops,  264854 (avg:  260590) ops/sec, 268.99MB/sec (avg: 264.66MB/sec), 12.08 (avg: 12.28) msec latency
[RUN #1 24%,  97 secs] 20 threads:    25284881 ops,  262348 (avg:  260608) ops/sec, 266.44MB/sec (avg: 264.68MB/sec), 12.20 (avg: 12.28) msec latency
[RUN #1 24%,  98 secs] 20 threads:    25546410 ops,  261482 (avg:  260617) ops/sec, 265.56MB/sec (avg: 264.68MB/sec), 12.24 (avg: 12.27) msec latency
[RUN #1 25%,  99 secs] 20 threads:    25808671 ops,  262212 (avg:  260633) ops/sec, 266.31MB/sec (avg: 264.70MB/sec), 12.20 (avg: 12.27) msec latency
[RUN #1 25%, 100 secs] 20 threads:    26072099 ops,  263379 (avg:  260660) ops/sec, 267.49MB/sec (avg: 264.73MB/sec), 12.14 (avg: 12.27) msec latency
[RUN #1 25%, 101 secs] 20 threads:    26335820 ops,  263668 (avg:  260690) ops/sec, 267.78MB/sec (avg: 264.76MB/sec), 12.15 (avg: 12.27) msec latency
[RUN #1 25%, 102 secs] 20 threads:    26599691 ops,  263830 (avg:  260721) ops/sec, 267.95MB/sec (avg: 264.79MB/sec), 12.12 (avg: 12.27) msec latency
[RUN #1 26%, 103 secs] 20 threads:    26864687 ops,  264934 (avg:  260762) ops/sec, 269.07MB/sec (avg: 264.83MB/sec), 12.08 (avg: 12.27) msec latency
[RUN #1 26%, 104 secs] 20 threads:    27128986 ops,  264229 (avg:  260795) ops/sec, 268.35MB/sec (avg: 264.87MB/sec), 12.10 (avg: 12.27) msec latency
[RUN #1 26%, 105 secs] 20 threads:    27390383 ops,  261346 (avg:  260800) ops/sec, 265.43MB/sec (avg: 264.87MB/sec), 12.25 (avg: 12.27) msec latency
[RUN #1 26%, 106 secs] 20 threads:    27655479 ops,  265038 (avg:  260840) ops/sec, 269.18MB/sec (avg: 264.91MB/sec), 12.07 (avg: 12.26) msec latency
[RUN #1 27%, 107 secs] 20 threads:    27922635 ops,  267111 (avg:  260899) ops/sec, 271.28MB/sec (avg: 264.97MB/sec), 11.99 (avg: 12.26) msec latency
[RUN #1 27%, 108 secs] 20 threads:    28185735 ops,  263038 (avg:  260919) ops/sec, 267.14MB/sec (avg: 264.99MB/sec), 12.14 (avg: 12.26) msec latency
[RUN #1 27%, 109 secs] 20 threads:    28448475 ops,  262685 (avg:  260935) ops/sec, 266.79MB/sec (avg: 265.01MB/sec), 12.17 (avg: 12.26) msec latency
[RUN #1 27%, 110 secs] 20 threads:    28712624 ops,  264087 (avg:  260963) ops/sec, 268.21MB/sec (avg: 265.04MB/sec), 12.15 (avg: 12.26) msec latency
[RUN #1 28%, 111 secs] 20 threads:    28976670 ops,  263995 (avg:  260991) ops/sec, 268.12MB/sec (avg: 265.06MB/sec), 12.10 (avg: 12.26) msec latency
[RUN #1 28%, 112 secs] 20 threads:    29242170 ops,  265449 (avg:  261031) ops/sec, 269.59MB/sec (avg: 265.10MB/sec), 12.08 (avg: 12.26) msec latency
[RUN #1 28%, 113 secs] 20 threads:    29503815 ops,  261598 (avg:  261036) ops/sec, 265.68MB/sec (avg: 265.11MB/sec), 12.21 (avg: 12.26) msec latency
[RUN #1 28%, 114 secs] 20 threads:    29765774 ops,  261912 (avg:  261043) ops/sec, 266.00MB/sec (avg: 265.12MB/sec), 12.22 (avg: 12.25) msec latency
[RUN #1 29%, 115 secs] 20 threads:    30028925 ops,  263100 (avg:  261061) ops/sec, 267.21MB/sec (avg: 265.14MB/sec), 12.16 (avg: 12.25) msec latency
[RUN #1 29%, 116 secs] 20 threads:    30293550 ops,  264576 (avg:  261091) ops/sec, 268.71MB/sec (avg: 265.17MB/sec), 12.09 (avg: 12.25) msec latency
[RUN #1 29%, 117 secs] 20 threads:    30554695 ops,  261096 (avg:  261092) ops/sec, 265.17MB/sec (avg: 265.17MB/sec), 12.23 (avg: 12.25) msec latency
[RUN #1 29%, 118 secs] 20 threads:    30815812 ops,  261056 (avg:  261091) ops/sec, 265.13MB/sec (avg: 265.17MB/sec), 12.26 (avg: 12.25) msec latency
[RUN #1 30%, 119 secs] 20 threads:    31077507 ops,  261646 (avg:  261096) ops/sec, 265.73MB/sec (avg: 265.17MB/sec), 12.25 (avg: 12.25) msec latency
[RUN #1 30%, 120 secs] 20 threads:    31339482 ops,  261922 (avg:  261103) ops/sec, 266.01MB/sec (avg: 265.18MB/sec), 12.22 (avg: 12.25) msec latency
[RUN #1 30%, 121 secs] 20 threads:    31600695 ops,  261148 (avg:  261103) ops/sec, 265.23MB/sec (avg: 265.18MB/sec), 12.23 (avg: 12.25) msec latency
[RUN #1 30%, 122 secs] 20 threads:    31864495 ops,  263743 (avg:  261125) ops/sec, 267.86MB/sec (avg: 265.20MB/sec), 12.13 (avg: 12.25) msec latency
[RUN #1 31%, 123 secs] 20 threads:    32126787 ops,  262241 (avg:  261134) ops/sec, 266.34MB/sec (avg: 265.21MB/sec), 12.21 (avg: 12.25) msec latency
[RUN #1 31%, 124 secs] 20 threads:    32388369 ops,  261535 (avg:  261137) ops/sec, 265.62MB/sec (avg: 265.21MB/sec), 12.22 (avg: 12.25) msec latency
[RUN #1 31%, 125 secs] 20 threads:    32653441 ops,  265023 (avg:  261168) ops/sec, 269.16MB/sec (avg: 265.24MB/sec), 12.09 (avg: 12.25) msec latency
[RUN #1 31%, 126 secs] 20 threads:    32914920 ops,  261426 (avg:  261170) ops/sec, 265.51MB/sec (avg: 265.25MB/sec), 12.23 (avg: 12.25) msec latency
[RUN #1 32%, 127 secs] 20 threads:    33179535 ops,  264572 (avg:  261197) ops/sec, 268.70MB/sec (avg: 265.27MB/sec), 12.09 (avg: 12.25) msec latency
[RUN #1 32%, 128 secs] 20 threads:    33441558 ops,  261970 (avg:  261203) ops/sec, 266.06MB/sec (avg: 265.28MB/sec), 12.20 (avg: 12.25) msec latency
[RUN #1 32%, 129 secs] 20 threads:    33703621 ops,  262014 (avg:  261209) ops/sec, 266.11MB/sec (avg: 265.29MB/sec), 12.24 (avg: 12.25) msec latency
[RUN #1 32%, 130 secs] 20 threads:    33967185 ops,  263519 (avg:  261227) ops/sec, 267.63MB/sec (avg: 265.30MB/sec), 12.13 (avg: 12.25) msec latency
[RUN #1 33%, 131 secs] 20 threads:    34229145 ops,  261911 (avg:  261232) ops/sec, 266.00MB/sec (avg: 265.31MB/sec), 12.22 (avg: 12.25) msec latency
[RUN #1 33%, 132 secs] 20 threads:    34493373 ops,  264166 (avg:  261255) ops/sec, 268.29MB/sec (avg: 265.33MB/sec), 12.11 (avg: 12.24) msec latency
[RUN #1 33%, 133 secs] 20 threads:    34760185 ops,  266754 (avg:  261296) ops/sec, 270.92MB/sec (avg: 265.37MB/sec), 12.00 (avg: 12.24) msec latency
[RUN #1 33%, 134 secs] 20 threads:    35021867 ops,  261449 (avg:  261297) ops/sec, 265.53MB/sec (avg: 265.38MB/sec), 12.25 (avg: 12.24) msec latency
[RUN #1 34%, 135 secs] 20 threads:    35284057 ops,  262143 (avg:  261303) ops/sec, 266.24MB/sec (avg: 265.38MB/sec), 12.20 (avg: 12.24) msec latency
